Timestamp,Latitude,Longitude
1723300048,-49.8999,119.4636
1723300053,-49.9766,119.8805
1723300057,-50.0516,120.2988
1723300074,-50.3125,121.8442
1723300076,-50.3500,122.0798
1723300078,-50.3723,122.2214
1723300079,-50.3944,122.3631
1723300103,-50.7159,124.6005
1723300107,-50.7721,125.0325
